SMILES,LOGD
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)C2CCN(S(=O)(=O)CC(F)(F)F)CC2)CC1,2.2
CCNC(=O)Nc1cc2c(-c3ccnc(C)c3)ccc(COC(=O)N[C@@H]3CCNC[C@H]3F)c2cn1,2.2
CCNc1cc(N2CCOCC2)cc(CCc2nc(C)c(CC)o2)n1,2.2
CCn1c(-c2ccc(C(F)(F)F)nc2)nc2c(O[C@H]3CCN(C(=O)[C@H]4C[C@@H](OC)C4)C3)ncnc21,2.2
CCNc1nc2c(c(C(N)=O)n1)CN(C(=O)CCc1ccc(C(C)(F)F)cc1)CC2,2.2
CCn1cc(-c2nc(=O)n(CCC3CCCO3)c3c2oc2ncc(-c4cnn(C)c4)cc23)cn1,2.2
CCNc1ncnn1-c1noc2c(F)c3c(cc12)CC1(C(=O)NC(=O)NC1=O)[C@H]1[C@H](C)O[C@H](C)CN31,2.2
CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)Cc3cccc(C)c3)C2)nc1C,2.2
CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)Cc3ccccc3C)C2)nc1C,2.2
CCOc1cc(Cl)c(C(=O)NC(=O)Nc2nc3ccc(S(=O)(=O)C4CCN(C)CC4)cc3s2)cc1N1CCOCC1,2.2
CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)Cc3ccc(C)cc3)C2)nc1C,2.2
CCOc1ccccc1-c1ccc(-c2nc3cnccc3c(C[C@H](C)C(=O)O)c2C#N)cc1,2.2
CCOc1cccnc1Oc1cncc(-c2ncc(C(=O)NC3CCCOC3)cn2)c1,2.2
CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)CCc3ccccc3)C2)nc1C,2.2
CCOc1ccccc1-c1ccc(-c2nc3cnccc3c(N[C@H](CC)C(=O)NS(C)(=O)=O)c2C#N)cc1,2.2
CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2cc(OC)c(C(C)C)cn2)C2CC2)C1,2.2
CCOc1ccc2c(c1Cl)C(=O)N(Cc1c(C)cc(C)[nH]c1=O)CC2,2.2
CCP(=O)(OC)c1ccc2oc(-c3ccnc(OC(F)F)c3)nc2c1,2.2
CCOCc1c(C(=O)NCc2cncn2C)cnn1-c1ncc(C)c(-c2cccs2)n1,2.2
CCOc1nc(NC(=O)C(C)(C)NC(=O)c2ccc3c(C4CCCC4)c(-c4ccccn4)n(C)c3c2)cnc1/C=C/C(=O)O,2.2
CCOP(C)(=O)c1ccc(C(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1,2.2
CCS(=O)(=O)CCC12CCC(c3nnc(-c4ccccc4C(F)(F)F)n3C)(CC1)CC2,2.2
CCOc1nc(NC(=O)C(C)(C)NC(=O)c2ccc3c(C4CCCC4)c(-c4cncnc4)n(C)c3c2)cnc1/C=C/C(=O)O,2.2
CCS(=O)(=O)Nc1ccc(OC)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)c1,2.2
Clc1ncn2c1Cn1ncnc1-c1cc(Br)ccc1-2,2.2
CCP(=O)(OC)c1ccc2oc(-c3cccnc3C(F)(F)F)nc2c1,2.2
CN(C)C(=O)c1cccc2ccccc12,2.2
Clc1ccccc1CCOc1cncc(N2CCNCC2)n1,2.2
CN(C)[C@H]1CC[C@H](Nc2nc(Nc3cnn(C(F)(F)F)c3)nn3cccc23)CC1,2.2
CN(C)C(=O)c1ccc2c(c1)c(Sc1ccc(Cl)cc1Cl)nn2-c1ccc(C(=O)O)cc1,2.2
CN(C)C(=O)CNCCc1cccc(OCC(F)(F)C(F)(F)C(C)(F)F)c1.Cl,2.2
CN(C)c1ccc(-c2cc(NC[C@H]3CCCNC3)c3cccnc3c2)cn1,2.2
CN(C)c1ccc(-c2cc(-c3ccc(N(C)C)cc3)[s+]c(-c3ccc(N(C)C)cc3)c2)cc1.[Cl-],2.2
CN(C)c1ccc(-c2cc3nccnc3c(NC[C@@H]3CNCCO3)n2)cn1,2.2
CN(C)C(=O)c1cc(CNc2cc(F)cc(F)c2)c2oc(N3CCOCC3)cc(=O)c2c1,2.2
CN(C)c1ccc(-c2cc3nccnc3c(NC[C@H]3CNCCO3)n2)cn1,2.2
CN(C)c1ccc(-c2cc3nccnc3c(OC[C@@H]3CCCNC3)n2)cn1,2.2
CN(C)c1ccc(-c2nc3cc(O)ccc3o2)cn1,2.2
CN(C)c1ncc(-c2nc3ccc(O)cc3s2)cn1,2.2
CN(C)c1ccc(-c2cc(-c3ccc(N(C)C)cc3)[se+]c(-c3ccc(N(C)C)cc3)c2)cc1.[Cl-],2.2
CN(C)CCCNc1ccc2nc(-c3ccc(F)cc3)c(-c3ccnc(N)n3)n2c1,2.2
CN(C)c1ccc(-c2cc3nccnc3c(NCCCCN)n2)cn1,2.2
CN(C)CCOc1ccn2c(-c3ccnc(N)n3)c(-c3ccc(F)cc3)nc2c1,2.2
CN(C)S(=O)(=O)c1cc(NC(=O)CN2C(=O)CNC2=O)ccc1Cl,2.2
CN(C)c1ccc(-c2cc3nccnc3c(OC[C@H]3CCCNC3)n2)cn1,2.2
CN(C1CC1)S(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,2.2
CN(c1cnn(C)c1)c1cnc(NCc2c(F)ccc3c2CCO3)n2cnnc12,2.2
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)NCC2CC2)C1,2.2
CN(C)Cc1ccc2c(c1)CN(c1cnc(NCc3c(F)ccc4c3CCO4)c3cn[nH]c(=O)c13)C2=O,2.2
CN(CC1CC1)C(=O)c1cccc(-c2cccc(-n3ncc(C(=O)O)c3C3CC3)c2)c1F,2.2
Cn1c(-c2ccc(OC3CCN(C4CCC4)CC3)cc2)nc2ccccc2c1=O,2.2
CN[C@@H](C)C(=O)N[C@H]1CCC[C@H]2C[C@H]3CCN(CCc4ccc(Br)cc4)C[C@H]3N2C1=O,2.2
CN(CCCN1CCC2(CC1)OCc1ccccc12)C(=O)C(c1ccc(F)c(F)c1)N1CCCC1=O,2.2
Cn1c(=O)n(C2CCOCC2)c2c3cc(-c4cccnc4)ccc3ncc21,2.2
CN(Cc1cccc(F)c1CNc1cc(F)c(S(=O)(=O)Nc2cscn2)c(F)c1)C(C)(C)C,2.2
Cn1c(COc2cccc(C(=O)O)c2)nc2ccc(Oc3ccc(Cl)c(F)c3)nc21,2.2
Cn1cc([C@H]2C[C@H]3[C@@H](CF)SC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)cn1,2.2
Cn1c(-c2ccc(OCCCN3CCCCC3)cc2)nc2ccccc2c1=O,2.2
CN1CC[C@@](O)(C#Cc2cccc(-c3nc(C(N)=O)n4ccccc34)c2)C1=O,2.2
Cn1cc(Nc2nccc(-c3ccc4c(c3)CN(C3COC3)CC[C@H]4NC(=O)c3cn(C(C)(C)C)nn3)n2)cn1,2.2
CN1CC2(CCN(c3ccc(OCc4ccccc4)c(C(=O)Nc4ccnnc4)c3)CC2)C1,2.2
CN1CC2CCC1([C@H](NC(=O)c1cccc(Cl)c1Cl)c1ccccc1)CC2,2.2
Cn1cc(-c2cnc3ccc(NC(=O)NCc4ccccc4)nc3c2)cn1,2.2
CN1C[C@H](OCc2ccccc2)C[C@H]1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C,2.2
CN1Cc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)c3cc4ccc(Cl)cc4cn3)sc2C1,2.2
CN1CCC(n2cc(-c3cnc4[nH]cc(C(=O)c5ccc(CO)cc5Cl)c4c3)cn2)CC1,2.2
CN1CCC(C(=O)Nc2nc(-c3ccc(F)cc3)c(-c3ccnc(Nc4ccc(N5CCNCC5)cc4)n3)s2)CC1,2.2
CN1CCC(n2cc(Nc3nc(OC4(C)CC4)c4nc(-c5cnn(C)c5)ccc4n3)cn2)CC1,2.2
CN1CCC(Nc2ccn3c(-c4ccnc(N)n4)c(-c4ccc(F)cc4)nc3c2)CC1,2.2
CN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ccncc2c1=O,2.2
CN1CCC(S(=O)(=O)c2ccc3nc(NC(=O)NC(=O)c4ccccc4Cl)sc3c2)CC1,2.2
CN1CCC[C@@H]1COc1cnc(Cl)c(OCc2ccc(Cl)nc2)c1,2.2
CN1CCC[C@H]1COc1cnc(Cl)c(OCc2ccc(Cl)nc2)c1,2.2
CN1CC2CCC1([C@H](NC(=O)c1ccnc(Cl)c1Cl)c1ccccc1)CC2,2.2
CN1CCc2nc(C(=O)Nc3ncccc3CNC(=O)c3ccc(Cl)s3)sc2C1,2.2
Cn1ccc(NC(=O)c2cc(Oc3ccc(C(=O)N4CCC4)cc3)cc(O[C@H]3CCOC3)c2)n1,2.2
CN1CCN(CC(=O)Nc2cc(-n3cccn3)nc(-c3ccco3)n2)CC1,2.2
CN1CCC(Nc2ccc3ncc(-c4cnn(-c5cnccn5)c4)n3n2)CC1,2.2
Cn1cnc2ncn(Cc3nn([C@H]4C[C@H](Oc5cccc(Cl)c5)C4)c(=O)o3)c(=O)c21,2.2
Cn1cc(-c2ccnc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)cc(NC(=O)C2COC2)c1=O,2.2
Cn1nc(-c2cnc(N)c(-c3ccc(C(N)=O)c(F)c3)n2)nc1C1(c2ccccc2)CC1,2.2
Cn1nc(-c2cnc(N)c(-c3ccc(C(N)=O)cc3)n2)nc1C1(c2ccccc2)CC1,2.2
CN1CCN(c2ccc3ncc(-c4cnc(Nc5ncccc5F)nc4)n3n2)CC1,2.2
Cn1ncc(C(=O)N2CCC(Nc3cc(=O)[nH]c4cc(F)c(F)cc34)CC2)c1Cl,2.2
Cn1nc(C(=O)N2CCC(Oc3ccc(CN4CCCC4)cc3)CC2)cc1-c1ccccc1,2.2
Cn1nccc1-c1cc(C(F)(F)F)ccc1[C@@H]1CCOc2cc(S(=O)(=O)Nc3nccs3)ccc21,2.2
Cn1nccc1-c1cc(C(F)(F)F)ccc1[C@H]1CCOc2cc(S(=O)(=O)Nc3cccnn3)ccc21,2.2
Cn1nc(-c2cnc(N)c(-c3cnn(C(N)=O)c3)n2)nc1C1(c2ccccc2)CC1,2.2
Cn1nc(-c2cnc(N)c(C#N)n2)nc1C1(c2ccccc2)CC1,2.2
CNC(=O)C[C@H]1COc2cc(Br)ccc2N1C(=O)c1ccc2c(c1)NC(=O)CO2,2.2
CNC(=O)C[C@H]1COc2cc(F)c(CC(C)C)cc2N1C(=O)c1ccnc(NC(N)=O)c1,2.2
CNC(=O)c1cc(C(=O)NC2CC2)cn(Cc2cccc([C@@H](C)O)c2)c1=O,2.2
CNC(=O)c1cc(C(=O)N[C@H]2[C@@H]3COC[C@@H]32)cc(C(O)c2ccccc2)n1,2.2
CNC(=O)c1nn(C)c2ccc(Nc3nccc(-c4cc(CN(C)C)n(C)n4)n3)cc12,2.2
CNC(=O)CN(CC(C)c1ccccc1)C(=O)c1cc(C)c(=O)n(C)c1,2.2
CNC(=O)C[C@@H](C)c1ccn2ncnc(N[C@H]3CC[C@H](N4CCN(C(=O)OC)CC4)CC3)c12,2.2
CNC(=O)CN(CC(c1ccccc1)n1cccn1)C(=O)c1cc(C)c(=O)n(C)c1,2.2
CNC(=O)c1nn(C)c2ccc(Nc3nccc(-n4cc(N[C@@H]5CCOC[C@@H]5N)cn4)n3)cc12,2.2
CNC(=O)c1cc(C(=O)NC2CCC2)cn(Cc2ccccn2)c1=O,2.2
CNC(=O)c1cc(C(=O)NC2CC2)cn(Cc2cccc3cn[nH]c23)c1=O,2.2
Cn1nccc1-c1cc(C(F)(F)F)ccc1[C@H]1CCOc2cc(S(=O)(=O)Nc3nccs3)ccc21,2.2
CNC(=O)CN1CCC(c2cc3c(-c4ccc(=O)n(C(C)C)c4)ccnc3[nH]2)CC1,2.2
CNc1nc(NCCCN(C)C)c2sc(-c3ccc(C(=O)N4CCOCC4)cc3)cc2n1,2.2
CNc1ncc2cc(-c3ccc(-n4cccc(C)c4=O)cc3Cl)c(=O)n(CCO)c2n1,2.2
CNc1ncc2cc(-c3ccc(-n4cccc(C)c4=O)cc3Cl)c(=O)n(CCOC)c2n1,2.2
CNc1nc(NCCCN(C)C)c2sc(-c3ccccc3)cc2n1,2.2
CNS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(OC)nc3)c2)cc1,2.2
CNS(=O)(=O)c1cnn(-c2noc3c(F)c4c(cc23)CC2(C(=O)NC(=O)NC2=O)[C@H]2[C@H](C)O[C@H](C)CN42)c1,2.2
CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(N(C)CCN(C)C)nc5)cc4c32)C1,2.2
CNc1nccc(-c2c(-c3ccc(F)cc3)nc3cc(NCCN(C)C)ccn23)n1,2.2
CO[C@H]1CCN(c2nccc(Nc3cc4c(cn3)nc([C@@H](C)O)n4[C@H](C)C(F)(F)F)n2)C[C@H]1F,2.2
CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN6CCCCC6)nc5)cc4c32)C1,2.2
CNS(=O)(=O)c1ccc(C(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1,2.2
COC(=O)N1CCN([C@H]2CC[C@H](Nc3ncnc4ccc(C#N)cc34)CC2)CC1,2.2
COC(=O)C[C@H]1COc2cc(F)ccc2N1C(=O)c1ccc2c(c1)NC(=O)CO2,2.2
COC(=O)CCCCCN1CCC(CNC(=O)c2c3n(c4ccccc24)CCCO3)CC1,2.2
COc1c2ccc([125I])cc2nc2ccc(N(C)C)cc12,2.2
COC[C@H]1CCCN1c1cc(NC(C)=O)nc(-n2nc(C)cc2C)n1,2.2
COc1cc(/C=C/C(=O)O)ccc1[C@@H]1c2ccc3[nH]ncc3c2C[C@@H](C)N1CC(C)(C)F,2.2
COc1cc(-c2nnc3n2CCCC32C(=O)N(CC(F)(F)F)c3ccccc32)ccc1-c1cnc(C)o1,2.2
COc1cc(-c2nnc3n2CCCC32OCc3ccccc3N(CC(F)(F)F)C2=O)ccc1-c1cnc(C)o1,2.2
COC1(C)CCc2c(C(=O)Nc3cnn(Cc4ccccc4)c3)n[nH]c2C1,2.2
COC(c1cc(Cl)c2c(c1Cl)C(=O)N(Cc1c(C)cc(C)[nH]c1=O)CC2)C1CCS(=O)(=O)CC1,2.2
COc1cc(C2=NN(c3ccc(C#N)c(C)c3)[C@@H](C3CCCC3)C2)ccc1C(=O)O,2.2
COc1cc(F)ccc1-c1cnc2sc(N3CCC(CN)(S(C)(=O)=O)CC3)nn12,2.2
COc1cc(N(CC(C)C)c2ccc(F)c3ccccc23)cnc1C(=O)[C@H]1C[C@@H]1C(=O)O,2.2
COc1cc(CN2CC3(COC3)C2)ccc1OC1CN(C(=O)c2nnc(-c3ccc(C(F)F)cc3)o2)C1,2.2
COc1cc2[nH]c(C)c(-c3ccccc3)c(=O)c2cc1Br,2.2
COc1cc2[nH]c3c(c(=O)c2cc1Cl)CCCC3,2.2
COc1cc2c(cc1OCC(=O)O)C[C@@H](C(C)C)n1cc(C(=O)O)c(=O)cc1-2,2.2
COc1cc(F)ccc1-c1cnc2sc(N3CCC(CN)(CS(=O)(=O)N(C)C)CC3)nn12,2.2
COc1ccc(-c2cc(-c3ccc(NS(C)(=O)=O)cc3)cnc2N)cn1,2.2
COc1ccc(-c2cc(-c3ccc(S(C)(=O)=O)cc3)cnc2N)cn1,2.2
COc1cc(NC(=O)c2nnn(Cc3ccc(CN4CCOCC4)cc3)c2N)cc(OC)c1,2.2
COc1cc(Cl)c(C(=O)NC(=O)Nc2nc3ccc(S(=O)(=O)CCCN4CCN(C)CC4)cc3s2)cc1-n1cccn1,2.2
COc1ccc(-c2ccncc2)cc1CN[C@H]1CCCN[C@H]1c1ccccc1,2.2
COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN(C)C)c(F)c4)C3)o2)cc1,2.2
COc1ccc(-c2ccccc2-c2csc(N(C(=O)[C@@H](CC(=O)O)CC(C)C)C3CC3)n2)cn1,2.2
COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CC6(CCOC6)C5)cc4)C3)o2)cc1,2.2
COc1ccc(-c2ccc3c(c2)oc(=O)n3CC[C@](C)(C(=O)NO)S(C)(=O)=O)c(F)c1,2.2
COc1ccc2c(=O)c3c([nH]c2c1)CC(C)(C)CC3,2.2
COc1ccc(NS(=O)(=O)c2ccc(C)c(NC(=O)COc3ccccc3)c2)cc1,2.2
COc1ccc(NS(=O)(=O)c2cc3c(c(NC(C)=O)c2)N(CCc2ccccc2)CC3)cc1,2.2
COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CCN(C)CC5)c(F)c4)C3)o2)cc1,2.2
COc1ccc(CC(=O)NC2CCN(CC[C@H](NC(=O)C3CCC3)c3ccccc3)CC2)cc1,2.2
COc1ccc2c(c1)OC(c1ccc(OCCCN3CCCC3)cc1)C(C)S2(=O)=O,2.2
COc1ccc2c(=O)n(C)c(-c3ccc(OC4CCN(C5CCC5)CC4)cc3)nc2c1,2.2
COc1ccc2c(c1)S(=O)(=O)C(C)C(c1ccc(OCCCN3CCCC3)cc1)O2,2.2
COc1ccc2c(=O)c3c([nH]c2c1)CCC(C)(C)C3,2.2
COc1ccc2nc(-c3ccc(OC4CCN(C5CCC5)CC4)cc3)n(C)c(=O)c2c1,2.2
COc1ccc2nc(C)cc(OCC(=O)Nc3ccc(S(=O)(=O)Nc4cc(C)on4)cc3)c2c1,2.2
COc1ccc2ccc(C(=O)N3CCC4(CC3)Cc3cn(C(C)(C)C)nc3C(=O)N4)cc2n1,2.2
COc1cccc(OC)c1CNC(=O)c1cc2cc(C[C@@H](C)NC[C@H](O)c3ccc(O)c(CO)c3)ccc2[nH]1,2.2
COc1cccc(OCc2cnccn2)c1-c1ccc2c(c1)CCNCC2,2.2
COc1cccc(-c2cccc(C3(C)CSCC(N)=N3)c2)c1,2.2
COc1cccc(-c2cccc(C3(C)N=C(C)C(N)=N3)c2)c1,2.2
COc1cccc(NC(=O)c2nnn(Cc3ccc(CN4CCOCC4)cc3)c2N)c1,2.2
COc1cccc2c1O[C@@H](c1ccc(OCCCN3CCCC3)cc1)[C@H](C)S2(=O)=O,2.2
COc1cccc2c1O[C@H](c1ccc(OCCCN3CCCC3)cc1)[C@@H](C)S2(=O)=O,2.2
COc1cccc2c1OC(c1ccc(OCCCN3CCCC3)cc1)C(C)S2(=O)=O,2.2
COc1cnc2c(C(=O)NCCF)cn(Cc3ncnc(N(C)C)c3C)c2c1,2.2
COc1cnc2c(C(=O)NCCF)cn(Cc3ncnc(OC(F)F)c3C)c2c1,2.2
COc1nc(C2=NN(c3ccc(C#N)c(C)c3)[C@@H](C3CCCC3)C2)ccc1C(=O)O,2.2
COc1nc(C2=NN(c3ccc(C#N)c(C)c3)[C@H](C3CCCC3)C2)ccc1C(=O)O,2.2
COc1cccc2c1S(=O)(=O)C(C)C(c1ccc(OCCCN3CCCC3)cc1)O2,2.2
COc1ncc(C2=CCOCC2)cc1S(=O)(=O)Nc1cncc(-c2ccc(CN3CCCC3)cc2)c1,2.2
COc1cccc2c(=O)n(C)c(-c3ccc(OC4CCN(C5CCC5)CC4)cc3)nc12,2.2
COc1cccc2nc(-c3ccc(OC4CCN(C5CCC5)CC4)cc3)n(C)c(=O)c12,2.2
COc1ccccc1CNC(=O)c1cc2cc(C[C@@H](C)NC[C@H](O)c3ccc(O)c(CO)c3)ccc2[nH]1,2.2
COc1nc(NC(=O)C(C)(C)NC(=O)c2ccc3c(C4CCCC4)c(-c4cncnc4)n(C)c3c2)ccc1/C=C/C(=O)O,2.2
COc1ncc(N2CCOCC2)cc1S(=O)(=O)Nc1ccnc(-c2ccc(CN3CCN(C(C)C)CC3)c(F)c2F)c1,2.2
COc1ncc(N2CCOCC2)cc1S(=O)(=O)Nc1cncc(-c2ccc(CN3CCCC3)c(F)c2)c1,2.2
COc1nn(C)c2nc(NC3COC3)nc(NS(=O)(=O)c3cccc(Cl)c3Cl)c12,2.2
COc1nnc2ccc(N3CCC(c4ccc(OCCN5CCN(C)C(=O)[C@@H]5C)cc4)CC3)nn12,2.2
COCCN(Cc1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCO[C@H](C)C3)oc12)c1cc(F)cc(F)c1,2.2
COCC1N(c2ccc(OC)cc2)C(=O)C1(C)C,2.2
COCc1ccccc1C1CCc2nc[nH]c2C1,2.2
COCCNc1ncnn1-c1noc2c(F)c3c(cc12)CC1(C(=O)NC(=O)NC1=O)[C@H]1[C@H](C)O[C@H](C)CN31,2.2
COCCOc1nc(C2CC2)c(C(=O)N[C@H]2C3CC4CC2C[C@](O)(C4)C3)s1,2.2
CS(=O)(=O)C1(c2cc(N3CC4CCC(C3)O4)nc(-c3cncc4[nH]ccc34)n2)CC1,2.2
CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc4[nH]cnc34)n2)CC1,2.2
CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1[C@H](O)C(F)(F)C2,2.2
COCCN(C)C(=O)c1cc(C(C)Nc2cc(F)cc(F)c2)c2oc(N3CCOCC3)cc(=O)c2c1,2.2
CS(=O)(=O)c1cccc(F)c1Oc1ccc2ncnc(Nc3cnccn3)c2c1,2.2
CS(=O)(=O)c1ccc2c(c1)CN(C(=O)C1CCO1)C2C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,2.2
CS(=O)(=O)Nc1nnc2cc(OCC34CC5CC(CC(C5)C3)C4)ccn12,2.2
CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3ccnc4[nH]ccc34)n2)CC1,2.2
Fc1ccc(C2Cc3nccn3C2)c(-c2ccn[nH]2)c1,2.2
FC(F)(F)c1nccc(N[C@H]2C[C@@H](Nc3ccc4nnc(Cl)n4n3)C2)n1,2.2
CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-n3c(N)nc4ccccc43)n2)CC1,2.2
N#Cc1cc(O)c(C(=O)N2CCC3(CCC3)C2)c(Cl)c1,2.2
N#Cc1cc(-c2ccc(CCC(=O)O)cc2)cc2c1cnn2-c1ccccn1,2.2
N#Cc1ccc(CN(Cc2nnc(N)o2)C(=O)COc2cc(F)cc(F)c2C2CC2)cn1,2.2
N#Cc1ccc2[nH]c(C3CCN(CCn4c(=O)ccc5ncc(Oc6ccc(S(N)(=O)=O)cc6)cc54)CC3)nc2c1,2.2
CS(=O)(=O)O.O=C(NC[C@H]1CC[C@]2(CC1)OO[C@]1(O2)C2CC3CC(C2)CC1C3)C(=O)NC1CCNCC1,2.2
NC(=O)c1ncc(N[C@@H]2CCCC[C@@H]2N)cc1Nc1cccc(C(F)(F)F)n1,2.2
NC(=O)CNC(=O)COc1ccc2cc(Oc3ccccn3)ccc2n1,2.2
Nc1nc(N2CCNCC2)c2c(n1)C1(CCCC1)CCC2,2.2
N#Cc1cnn2c3cc(nc12)N1C[C@H](C[C@H]1CO)OC/C=C/COc1cc(cc2c1NC(=O)CC2)N3,2.2
Nc1nnc(CN(Cc2ccc(O)nc2)C(=O)COc2cc(F)cc(F)c2C2CC2)o1,2.2
NS(=O)(=O)c1cc(NC(=O)Cc2ccccc2Cl)ccc1OCC1CCOCC1,2.2
O[C@@H]1CCC[C@H]1[C@H]1c2ccccc2-c2cncn21,2.2
O=C(c1c(O)cccc1F)N1CCC2(CCC2)C1,2.2
O=C(c1c(O)cc(Cl)cc1Cl)N1CCC(c2ccccn2)C1,2.2
NS(=O)(=O)c1cc(NC(=O)Cc2cc(F)ccc2Cl)ccc1OCC1CCOCC1,2.2
O=C(c1ccc(Cl)cc1)c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,2.2
O=C(c1cc([C@H]2CCCN2c2cccc(F)c2)c2oc(N3CCOCC3)cc(=O)c2c1)N1CCOCC1,2.2
O=C(c1cc(C2CCCN2c2ccc(F)cc2)c2oc(N3CCOCC3)cc(=O)c2c1)N1CCOCC1,2.2
O=C(C[C@@H](Cc1ccc2ccccc2c1)N1C=C(CNC(=O)c2ccc(F)cc2)NN1)NO,2.2
O=C(c1nnc(-c2ccccc2)o1)N1CCC(Oc2ccc(CN3CCCC3)cc2)CC1,2.2
O=C(Cc1ccccc1)Nc1nnc(N[C@@H]2CCN(c3cccnn3)C2)s1,2.2
O=C(CSc1ncnc2c1cnn2-c1ccccc1Cl)Nc1ncccn1,2.2
O=C(CCS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCC(c2cnc3n2CCCC3)CC1,2.2
Nc1nnc(CCC(=O)c2ccc(Cl)cc2)s1,2.2
O=C(c1cnc(NCc2cccnc2)nc1)c1cccs1,2.2
O=C(N1CCN2CCC1CC2)n1nc(-c2ccc(F)cc2)c2c1COCC2,2.2
O=C(N[C@H]1CCN(CCCF)C[C@@H]1C(=O)NC1(c2ncccn2)CC1)c1cc(-c2ccc(F)cc2F)on1,2.2
O=C(N1CCOCC1)N1CCC(Oc2ccc3c(c2)CCN(C2CCC2)CC3)CC1,2.2
O=C(NC[C@@H]1CCCN1)c1ccc(-c2cnc3ccc(NCC4CC4)nn23)cc1Cl,2.2
O=C(N[C@H]1CCN(c2nccn3ccnc23)C1)[C@H]1[C@@H]2CN(C(=O)C3CCCC3)C[C@@H]21,2.2
O=C(NCc1ccccc1)c1cc2cnccc2[nH]1,2.2
O=C(Nc1cnn(Cc2ccccc2)c1)c1n[nH]c2c1CCC1(CCOC1)C2,2.2
O=C(Nc1nc(CC(=O)N2CCN(CC(=O)N3CCCC3)CC2)cs1)c1ccc(Cl)cc1,2.2
O=C(NCc1ccccc1)c1nnc(N[C@@H]2CCN(c3nccnn3)C2)s1,2.2
O=C(O)c1cccc(Cc2cc(Cl)ccc2OCc2ccccc2)n1,2.2
O=C(O)C[C@H]1CC[C@@H](Oc2ccc(NC(=O)c3nnc(Nc4ccc(F)c(F)c4)o3)cn2)CC1,2.2
O=c1[nH]c(Oc2cnn(C3CCCCC3)c2)nc2cnccc12,2.2
O=c1c2c([nH]c3c(Cl)cccc13)CCCC2,2.2
O=c1c2c([nH]c3cc(Cl)ccc13)CCCC2,2.2
O=C(O)/C=C/c1ccc(C2c3ccc(O)cc3CCN2Cc2ccccc2)cc1,2.2
O=c1cc(-c2ccc([18F])cc2)oc2c(O)c(O)ccc12,2.2
O=C(Nc1ccc(Cl)cn1)[C@H]1CN(CC(F)F)C[C@@H]1C(=O)Nc1ccc(-n2ccccc2=O)cc1F,2.2
O=C1CC[C@](CCN2CC(N3CCC(O)CC3)C2)(c2ccc(Cl)c(Cl)c2)CN1CC1CCC(F)(F)CC1,2.2
O=C1CCC(N2Cc3cc(OCCOCCOCCOCc4ccccc4)ccc3C2=O)C(=O)N1,2.2
O=C1CCCN1c1cc(S(=O)(=O)Nc2ccc(F)cc2F)cc2c1N(C(=O)Nc1ccc(F)cc1)CC2,2.2
O=C(Nc1ccncc1)c1c(Cl)cccc1Cl,2.2
O=C1N[C@]2(CO1)C[C@H](C(=O)N1CCC(COc3ccc(F)cc3Cl)C1)C2,2.2
O=c1nc(-c2ccccc2)c2cc(-c3cc[nH]n3)ccc2[nH]1,2.2
O=C1CCCN1c1nsnc1N1CCN(C[C@H]2COc3ccccc3O2)CC1,2.2
O=c1nc(Nc2ncnc3ccc(-c4cccc(N5CCOCC5)c4)cc23)c(F)c[nH]1,2.2
